"","Gene_name","WT1","WT3","WT4","muMT3","muMT1"
"15484","Olfr910",0,0,0,0,0
"15485","Olfr911-ps1",0,0,0,0,0
"15486","Olfr912",0,0,0,0,0
"15487","Olfr913",0,0,0,0,0
"15488","Olfr914",0,0,0,0,0
"15489","Olfr915",0,0,0,0,0
"15490","Olfr916",0,0,0,0,0
"15491","Olfr917",0,0,0,0,0
"15492","Olfr918",0,0,0,0,0
"15493","Olfr919",0,0,0,0,0
"15494","Olfr92",0,0,0,0,0
"15495","Olfr920",0,0,0,0,0
"15496","Olfr921",0,0,0,0,0
"15497","Olfr922",0,0,0,0,0
"15498","Olfr923",0,0,0,0,0
"15499","Olfr924",0,0,0,0,0
"15500","Olfr926",0,0,0,0,0
"15501","Olfr93",0,0,0,0,0
"15502","Olfr930",0,0,0,0,0
"15503","Olfr933",0,0,0,0,0
"15504","Olfr934",0,0,0,0,0
"15505","Olfr935",0,0,0,0,0
"15506","Olfr936",0,0,0,0,0
"15507","Olfr937",0,0,0,0,0
"15508","Olfr938",0,0,0,0,0
"15509","Olfr94",0,0,0,0,0
"15510","Olfr943",0,0,0,0,0
"15511","Olfr944",0,0,0,0,0
"15512","Olfr945",0,0,0,0,0
"15513","Olfr947-ps1",0,0,0,0,0
"15514","Olfr948",0,0,0,0,0
"15515","Olfr95",0,0,0,0,0
"15516","Olfr951",0,0,0,0,0
"15517","Olfr952",0,0,0,0,0
"15518","Olfr954",0,0,0,0,0
"15519","Olfr955",0,0,0,0,0
"15520","Olfr957",0,0,0,0,0
"15521","Olfr958",0,0,0,0,0
"15522","Olfr959",0,0,0,0,0
"15523","Olfr96",0,0,0,0,0
"15524","Olfr960",0,0,0,0,0
"15525","Olfr961",0,0,0,0,0
"15526","Olfr963",0,0,0,0,0
"15527","Olfr965",0,0,0,0,0
"15528","Olfr967",0,0,0,0,0
"15529","Olfr968",0,0,0,0,0
"15530","Olfr969",0,0,0,0,0
"15531","Olfr97",0,0,0,0,0
"15532","Olfr970",0,0,0,0,0
"15533","Olfr971",0,0,0,0,0
"15534","Olfr972",0,0,0,0,0
"15535","Olfr974",0,0,0,0,0
"15536","Olfr975",0,0,0,0,0
"15537","Olfr976",0,0,0,0,0
"15538","Olfr978",0,0,0,0,0
"15539","Olfr979",0,0,0,0,0
"15540","Olfr98",0,0,0,0,0
"15541","Olfr980",0,0,0,0,0
"15542","Olfr981",0,0,0,0,0
"15543","Olfr982",0,0,0,0,0
"15544","Olfr983",0,0,0,0,0
"15545","Olfr984",0,0,0,0,0
"15546","Olfr985",0,0,0,0,0
"15547","Olfr986",0,0,0,0,0
"15548","Olfr987",0,0,0,0,0
"15549","Olfr988",0,0,0,0,0
"15550","Olfr99",1,1,0,1,0
"15551","Olfr992",0,0,0,0,0
"15552","Olfr993",0,0,0,0,0
"15553","Olfr994",0,0,0,0,0
"15554","Olfr995",0,0,0,0,0
"15555","Olfr996",0,0,0,0,0
"15556","Olfr998",0,0,0,0,0
"15557","Olig1",2,7,4,7,2
"15558","Olig2",3,2,2,1,2
"15559","Olig3",0,0,0,0,0
"15560","Olr1",0,0,0,0,0
"15561","Oma1",0,0,0,0,0
"15562","Omd",0,0,2,0,0
"15563","Omg",2,2,4,2,2
"15564","Omp",0,0,0,0,0
"15565","Omt2a",0,0,0,0,0
"15566","Omt2b",0,0,0,0,0
"15567","Onecut1",0,2,3,1,0
"15568","Onecut2",1,6,1,0,2
"15569","Onecut3",0,1,2,2,0
"15570","Ooep",0,0,0,0,0
"15571","Oog1",0,0,0,0,0
"15572","Oog2",0,0,0,0,0
"15573","Oog3",0,0,0,0,0
"15574","Oog4",0,0,0,0,0
"15575","Oosp1",0,0,0,0,0
"15576","Opa1",0,1,3,0,1
"15577","Opa3",0,2,1,1,1
"15578","Opalin",0,0,0,1,0
"15579","Opcml",12,13,26,18,12
"15580","Ophn1",0,1,3,1,0
"15581","Oplah",1,4,3,7,7
"15582","Opn1mw",0,0,0,0,0
"15583","Opn1sw",1,0,0,0,0
"15584","Opn3",0,0,0,0,0
"15585","Opn4",0,7,3,8,1
"15586","Opn5",0,0,0,0,0
"15587","Oprd1",1,1,0,0,0
"15588","Oprk1",0,0,0,0,0
"15589","Oprl1",1,1,1,1,0
"15590","Oprm1",7,5,14,9,0
"15591","Optc",0,0,0,0,0
"15592","Optn",0,0,0,0,1
"15593","Orai1",0,0,0,1,0
"15594","Orai2",3,5,5,2,2
"15595","Orai3",1,0,0,1,0
"15596","Oraov1",1,0,0,1,0
"15597","Orc1",16,13,19,15,8
"15598","Orc2",18,56,46,37,35
"15599","Orc3",421,538,646,475,297
"15600","Orc4",117,174,190,115,75
"15601","Orc5",0,1,0,0,0
"15602","Orc6",0,2,4,2,0
"15603","Orm1",0,0,0,0,0
"15604","Orm2",1,0,1,0,0
"15605","Orm3",0,0,0,0,0
"15606","Ormdl1",0,0,0,0,0
"15607","Ormdl2",364,575,627,616,470
"15608","Ormdl3",1,2,1,1,0
"15609","Os9",67,83,127,103,66
"15610","Osbp",2,2,0,0,0
"15611","Osbp2",2,8,6,5,5
"15612","Osbpl10",0,0,0,0,0
"15613","Osbpl11",1,2,0,3,0
"15614","Osbpl1a",1,4,3,1,2
"15615","Osbpl2",0,3,5,1,0
"15616","Osbpl3",0,0,0,0,0
"15617","Osbpl5",0,0,0,0,0
"15618","Osbpl6",0,3,3,2,0
"15619","Osbpl7",0,4,2,1,1
"15620","Osbpl8",2,1,2,1,1
"15621","Osbpl9",248,335,415,333,243
"15622","Oscar",1,0,1,1,0
"15623","Oscp1",3,0,3,1,0
"15624","Osgep",0,2,2,1,0
"15625","Osgepl1",0,0,1,0,1
"15626","Osgin1",1,1,0,0,0
"15627","Osgin2",0,0,0,2,0
"15628","Osm",0,0,0,0,0
"15629","Osmr",0,0,0,0,0
"15630","Osr1",0,0,0,0,0
"15631","Osr2",0,0,0,0,0
"15632","Ost4",0,7,4,2,3
"15633","Ostc",0,0,0,0,0
"15634","Ostf1",0,0,0,0,0
"15635","Ostm1",1,1,0,1,2
"15636","Ostn",0,0,0,0,0
"15637","Otc",0,0,2,1,0
"15638","Otoa",0,0,0,0,0
"15639","Otof",0,1,0,0,0
"15640","Otog",0,0,0,0,0
"15641","Otogl",0,0,0,0,0
"15642","Otol1",0,0,0,0,0
"15643","Otop1",0,0,0,0,0
"15644","Otop2",0,0,0,0,0
"15645","Otop3",0,0,0,0,0
"15646","Otor",1,0,0,0,0
"15647","Otos",2,0,1,0,1
"15648","Otp",0,0,0,0,0
"15649","Ott",0,0,0,0,0
"15650","Otub1",1,6,3,8,5
"15651","Otub2",11,22,33,21,15
"15652","Otud1",4,5,7,11,5
"15653","Otud3",0,0,2,1,0
"15654","Otud4",11,9,14,15,3
"15655","Otud5",0,0,0,1,0
"15656","Otud6a",0,0,0,0,0
"15657","Otud6b",1,1,2,3,1
"15658","Otud7a",7,5,5,5,2
"15659","Otud7b",2,7,1,5,3
"15660","Otx1",0,1,0,0,0
"15661","Otx2",0,0,0,0,1
"15662","Otx2os1",0,0,0,0,0
"15663","Ovca2",13,35,32,13,5
"15664","Ovch2",0,0,0,0,0
"15665","Ovgp1",0,0,3,0,0
"15666","Ovol1",17,58,39,32,32
"15667","Ovol2",2,0,0,0,3
"15668","Oxa1l",6,5,9,6,7
"15669","Oxct1",1,5,11,12,2
"15670","Oxct2a",0,0,0,0,0
"15671","Oxct2b",8,11,26,12,7
"15672","Oxgr1",0,0,0,0,0
"15673","Oxld1",0,0,0,0,0
"15674","Oxnad1",0,0,0,0,0
"15675","Oxr1",14,9,14,10,6
"15676","Oxsm",27,30,37,36,13
"15677","Oxsr1",0,5,4,3,2
"15678","Oxt",0,0,0,0,0
"15679","Oxtr",3,2,5,1,1
"15680","P2rx1",0,0,0,0,0
"15681","P2rx2",0,0,0,0,0
"15682","P2rx3",0,0,0,0,0
"15683","P2rx4",1,1,2,0,0
"15684","P2rx5",2,2,1,1,0
"15685","P2rx6",90,90,148,132,57
"15686","P2rx7",1,0,0,0,0
"15687","P2ry1",0,1,2,0,0
"15688","P2ry10",0,0,0,0,0
"15689","P2ry12",1,0,0,2,0
"15690","P2ry13",0,0,0,0,1
"15691","P2ry14",1,0,0,1,1
"15692","P2ry2",0,0,0,0,0
"15693","P2ry4",0,0,0,0,0
"15694","P2ry6",10,27,15,14,13
"15695","P4ha1",1,2,1,3,0
"15696","P4ha2",0,0,0,1,0
"15697","P4ha3",0,0,0,0,0
"15698","P4hb",1,2,3,2,1
"15699","P4htm",3,4,2,6,2
"15700","Pa2g4",4,3,9,1,4
"15701","Pabpc1",3,3,5,0,1
"15702","Pabpc1l",0,2,0,0,0
"15703","Pabpc2",0,0,0,0,0
"15704","Pabpc4",0,0,0,1,0
"15705","Pabpc4l",0,0,0,0,0
"15706","Pabpc5",0,0,0,0,0
"15707","Pabpc6",0,0,0,0,0
"15708","Pabpn1",1,6,4,1,1
"15709","Pabpn1l",0,0,0,0,0
"15710","Pacrg",0,0,0,0,0
"15711","Pacrgl",1,0,0,0,0
"15712","Pacs1",0,2,1,1,1
"15713","Pacs2",2,4,0,3,1
"15714","Pacsin1",9,9,16,9,4
"15715","Pacsin2",0,1,1,1,0
"15716","Pacsin3",4,8,4,3,1
"15717","Padi1",0,0,1,0,0
"15718","Padi2",7,21,23,14,13
"15719","Padi3",0,0,0,0,0
"15720","Padi4",0,0,0,0,0
"15721","Padi6",0,0,0,0,0
"15722","Paf1",11,14,17,12,8
"15723","Pafah1b1",13,12,21,16,6
"15724","Pafah1b2",10,7,13,9,3
"15725","Pafah1b3",0,0,0,0,2
"15726","Pafah2",0,0,0,0,0
"15727","Pag1",0,0,1,0,0
"15728","Pagr1a",0,0,0,2,0
"15729","Pah",0,0,0,0,0
"15730","Paics",4,17,5,5,1
"15731","Paip1",4,2,6,5,1
"15732","Paip2",6,6,3,3,2
"15733","Paip2b",0,1,0,0,1
"15734","Pak1",5,5,6,5,1
"15735","Pak1ip1",4,2,4,9,3
"15736","Pak2",0,3,1,1,1
"15737","Pak3",0,1,3,2,1
"15738","Pak4",2,2,0,0,0
"15739","Pak6",0,1,1,1,0
"15740","Pak7",1,2,4,3,1
"15741","Palb2",2,1,0,2,0
"15742","Pald1",1,1,0,0,0
"15743","Palld",0,1,0,0,0
"15744","Palm",9,5,7,3,7
"15745","Palm2",0,2,2,2,0
"15746","Palm3",3,3,8,2,0
"15747","Palmd",0,2,2,2,5
"15748","Pam",2,4,4,4,2
"15749","Pam16",9,21,28,20,13
"15750","Pamr1",0,0,0,0,0
"15751","Pan2",0,2,3,1,0
"15752","Pan3",1,2,2,1,1
"15753","Pank1",0,1,5,1,1
"15754","Pank2",166,257,286,228,188
"15755","Pank3",5,4,3,6,5
"15756","Pank4",2,0,4,4,3
"15757","Panx1",1,0,1,1,1
"15758","Panx2",3,4,3,1,6
"15759","Panx3",0,1,0,0,0
"15760","Paox",0,0,0,0,0
"15761","Papd4",0,0,1,0,0
"15762","Papd5",4,1,1,0,0
"15763","Papd7",5,3,3,6,3
"15764","Papln",0,0,0,0,0
"15765","Papola",2,1,0,1,1
"15766","Papolb",0,0,0,0,0
"15767","Papolg",1,3,0,1,0
"15768","Pappa",1,0,0,0,1
"15769","Pappa2",1,1,2,1,0
"15770","Papss1",2,2,1,0,0
"15771","Papss2",0,2,6,2,4
"15772","Paqr3",0,0,1,0,0
"15773","Paqr4",21,22,24,28,18
"15774","Paqr5",1,0,0,0,0
"15775","Paqr6",0,0,0,0,0
"15776","Paqr7",0,0,2,1,0
"15777","Paqr8",6,12,9,6,3
"15778","Paqr9",0,0,2,0,0
"15779","Pard3",1,0,2,3,2
"15780","Pard3b",2,1,0,1,0
"15781","Pard6a",2,0,1,2,0
"15782","Pard6b",0,1,1,1,0
"15783","Pard6g",0,0,4,1,1
"15784","Parg",2,2,1,0,0
"15785","Park2",0,2,2,1,1
"15786","Park7",2,2,3,1,2
"15787","Parl",0,0,1,2,1
"15788","Parm1",0,0,0,0,0
"15789","Parn",2,0,1,0,0
"15790","Parp1",1,1,3,5,0
"15791","Parp10",9,5,14,5,7
"15792","Parp11",0,1,2,1,0
"15793","Parp12",0,3,1,0,1
"15794","Parp14",0,0,1,0,1
"15795","Parp16",0,0,0,0,0
"15796","Parp2",0,1,2,0,0
"15797","Parp3",0,0,0,0,0
"15798","Parp4",0,0,0,0,0
"15799","Parp6",1,1,1,4,3
"15800","Parp8",5,10,17,16,4
"15801","Parp9",3,4,7,11,1
"15802","Parpbp",4,4,4,11,4
"15803","Pars2",0,0,0,0,0
"15804","Parva",0,4,4,1,0
"15805","Parvb",1,3,1,1,1
"15806","Parvg",1,0,0,0,0
"15807","Pask",1,1,1,1,3
"15808","Pate2",0,0,0,0,0
"15809","Pate4",1,4,7,5,3
"15810","Patl1",0,0,1,0,0
"15811","Patl2",0,0,0,0,0
"15812","Patz1",5,4,14,8,3
"15813","Pawr",2,2,2,1,1
"15814","Pax1",0,0,0,0,0
"15815","Pax2",0,0,0,0,0
"15816","Pax3",0,0,0,0,0
"15817","Pax4",0,0,0,0,0
"15818","Pax5",0,0,0,0,0
"15819","Pax6",7,15,17,8,2
"15820","Pax6os1",0,0,0,0,0
"15821","Pax7",0,0,0,0,0
"15822","Pax8",0,0,0,0,0
"15823","Pax9",0,0,0,1,0
"15824","Paxbp1",0,0,0,0,0
"15825","Paxip1",1,0,0,1,0
"15826","Pbdc1",0,3,1,4,0
"15827","Pbk",0,0,0,0,0
"15828","Pbld1",0,0,0,0,0
"15829","Pbld2",0,0,0,0,0
"15830","Pbp2",0,0,0,0,0
"15831","Pbrm1",2,7,2,6,1
"15832","Pbsn",0,0,0,0,0
"15833","Pbx1",1,5,5,1,1
"15834","Pbx2",2,2,3,1,0
"15835","Pbx3",0,0,0,0,1
"15836","Pbx4",0,0,1,0,0
"15837","Pbxip1",0,3,1,4,0
"15838","Pcbd1",0,0,0,0,0
"15839","Pcbd2",0,0,0,0,0
"15840","Pcbp1",6,13,11,11,3
"15841","Pcbp2",594,888,980,861,749
"15842","Pcbp3",1,0,1,0,0
"15843","Pcbp4",3,22,7,13,12
"15844","Pcca",0,1,0,1,1
"15845","Pccb",4,5,6,5,7
"15846","Pcdh1",0,0,2,1,0
"15847","Pcdh10",16,20,23,18,13
"15848","Pcdh11x",1,0,0,0,0
"15849","Pcdh12",0,1,2,1,0
"15850","Pcdh15",0,1,0,0,0
"15851","Pcdh17",7,13,11,13,9
"15852","Pcdh18",0,0,0,0,0
"15853","Pcdh19",3,3,4,2,0
"15854","Pcdh20",1,4,4,2,1
"15855","Pcdh7",36,29,54,30,23
"15856","Pcdh8",3,3,13,7,6
"15857","Pcdh9",3,3,2,2,0
"15858","Pcdha1",2,0,1,0,0
"15859","Pcdha10",0,0,1,0,1
"15860","Pcdha11",5,0,5,2,3
"15861","Pcdha12",0,0,1,1,0
"15862","Pcdha2",0,1,3,2,2
"15863","Pcdha3",1,4,2,2,3
"15864","Pcdha4",3,5,5,5,1
"15865","Pcdha4-g",2,2,2,2,0
"15866","Pcdha5",1,0,0,0,0
"15867","Pcdha6",1,0,7,2,0
"15868","Pcdha7",0,0,0,0,0
"15869","Pcdha8",3,2,3,4,1
"15870","Pcdha9",0,1,2,0,0
"15871","Pcdhac1",0,0,0,0,0
"15872","Pcdhac2",1,0,0,0,0
"15873","Pcdhb1",0,0,0,0,0
"15874","Pcdhb10",1,0,0,0,0
"15875","Pcdhb11",0,1,0,0,0
"15876","Pcdhb12",0,0,0,0,0
"15877","Pcdhb13",1,0,0,0,0
"15878","Pcdhb14",0,0,0,0,0
"15879","Pcdhb15",0,0,0,0,0
"15880","Pcdhb16",0,0,0,0,0
"15881","Pcdhb17",0,1,0,1,0
"15882","Pcdhb18",0,0,0,0,0
"15883","Pcdhb19",0,0,0,0,0
"15884","Pcdhb2",0,0,0,0,0
"15885","Pcdhb20",1,0,0,0,0
"15886","Pcdhb21",0,0,0,0,0
"15887","Pcdhb22",0,0,0,0,0
"15888","Pcdhb3",1,0,0,0,0
"15889","Pcdhb4",0,0,0,0,0
"15890","Pcdhb5",0,0,1,0,0
"15891","Pcdhb6",0,0,0,1,0
"15892","Pcdhb7",0,0,0,0,0
"15893","Pcdhb8",0,0,0,0,0
"15894","Pcdhb9",1,2,3,0,0
"15895","Pcdhga1",0,0,0,0,0
"15896","Pcdhga10",3,7,1,3,7
"15897","Pcdhga11",14,11,14,13,10
"15898","Pcdhga12",29,37,42,33,17
"15899","Pcdhga2",0,0,0,0,0
"15900","Pcdhga3",0,1,2,1,1
"15901","Pcdhga4",1,1,0,0,0
"15902","Pcdhga5",0,0,1,0,0
"15903","Pcdhga6",0,0,0,0,0
"15904","Pcdhga7",2,7,9,6,6
"15905","Pcdhga8",1,1,2,0,0
"15906","Pcdhga9",0,0,1,0,0
"15907","Pcdhgb1",0,0,0,1,0
"15908","Pcdhgb2",1,0,1,0,0
"15909","Pcdhgb4",0,4,2,2,1
"15910","Pcdhgb5",2,3,7,5,5
"15911","Pcdhgb6",0,5,3,1,3
"15912","Pcdhgb7",14,25,19,23,12
"15913","Pcdhgb8",17,15,21,10,6
"15914","Pcdhgc3",14,14,12,14,13
"15915","Pcdhgc4",3,0,7,7,1
"15916","Pcdhgc5",0,0,3,0,0
"15917","Pced1a",2,1,2,2,1
"15918","Pced1b",3,6,5,5,2
"15919","Pcf11",11,11,17,17,5
"15920","Pcgf1",4,0,4,8,4
"15921","Pcgf2",1,1,6,3,5
"15922","Pcgf3",1,0,0,0,0
"15923","Pcgf5",0,1,0,0,0
"15924","Pcgf6",0,1,5,4,0
"15925","Pcid2",4,8,14,10,8
"15926","Pcif1",14,26,34,26,19
"15927","Pck1",0,0,0,0,0
"15928","Pck2",0,0,0,0,0
"15929","Pclo",1,4,6,3,3
"15930","Pcm1",1,6,9,2,3
"15931","Pcmt1",4,14,12,1,7
"15932","Pcmtd1",7,7,7,10,3
"15933","Pcmtd2",0,1,0,1,0
"15934","Pcna",0,1,1,5,2
"15935","Pcnp",2,4,4,6,0
"15936","Pcnt",1,0,2,4,1
"15937","Pcnx",2,4,6,1,2
"15938","Pcnxl2",7,14,14,9,9
"15939","Pcnxl3",2,7,6,1,1
"15940","Pcnxl4",0,1,0,0,0
"15941","Pcolce",0,0,4,0,3
"15942","Pcolce2",1,3,1,1,0
"15943","Pcp2",35,40,54,46,24
"15944","Pcp4",2,11,3,3,5
"15945","Pcp4l1",6,6,3,9,7
"15946","Pcsk1",0,0,0,0,0
"15947","Pcsk1n",7,3,3,3,5
"15948","Pcsk2",4,17,22,17,11
"15949","Pcsk4",0,2,2,0,1
"15950","Pcsk5",1,0,0,0,0
"15951","Pcsk6",0,1,1,1,0
"15952","Pcsk7",8,19,23,19,7
"15953","Pcsk9",0,1,2,4,2
"15954","Pctp",0,0,0,0,0
"15955","Pcx",0,1,0,0,0
"15956","Pcyox1",0,2,1,1,1
"15957","Pcyox1l",0,0,1,0,0
"15958","Pcyt1a",0,1,2,1,0
"15959","Pcyt1b",1,2,1,2,3
"15960","Pcyt2",2,2,2,5,1
"15961","Pdap1",14,26,18,29,15
"15962","Pdc",0,0,0,0,0
"15963","Pdcd1",0,0,0,0,0
"15964","Pdcd10",0,0,0,1,0
"15965","Pdcd11",17,26,31,25,11
"15966","Pdcd1lg2",0,0,0,0,0
"15967","Pdcd2",18,28,31,19,20
"15968","Pdcd2l",0,0,1,0,0
"15969","Pdcd4",73,99,101,86,65
"15970","Pdcd5",0,0,0,0,0
"15971","Pdcd6",0,1,4,2,0
"15972","Pdcd6ip",1,3,2,2,1
"15973","Pdcd7",4,1,2,3,0
"15974","Pdcl",2,1,2,1,2
"15975","Pdcl2",0,0,0,0,0
"15976","Pdcl3",2,2,0,1,0
"15977","Pddc1",0,0,0,0,0
"15978","Pde10a",1,0,1,1,1
"15979","Pde11a",0,2,0,0,0
"15980","Pde12",4,8,10,5,5
"15981","Pde1a",5,9,6,4,1
"15982","Pde1b",25,25,40,30,22
"15983","Pde1c",0,0,0,0,1
"15984","Pde2a",0,2,2,3,0
"15985","Pde3a",0,0,3,6,3
"15986","Pde3b",6,6,6,5,3
"15987","Pde4a",5,8,12,11,7
"15988","Pde4b",0,2,4,1,1
"15989","Pde4c",0,1,0,0,0
"15990","Pde4d",2,3,0,1,3
"15991","Pde4dip",9,16,14,6,0
"15992","Pde5a",0,3,2,4,0
"15993","Pde6a",0,3,2,0,0
"15994","Pde6b",0,0,0,0,0
"15995","Pde6c",1,2,0,0,0
"15996","Pde6d",0,0,1,0,0
"15997","Pde6g",0,0,0,0,0
"15998","Pde6h",0,0,0,0,0
"15999","Pde7a",2,0,1,3,0
"16000","Pde7b",2,1,0,0,0
"16001","Pde8a",2,3,11,2,1
"16002","Pde8b",52,55,86,70,51
"16003","Pde9a",0,1,0,0,0
"16004","Pdf",6,18,12,9,12
"16005","Pdgfa",2,4,0,2,1
"16006","Pdgfb",1,4,2,2,0
"16007","Pdgfc",1,1,2,3,1
"16008","Pdgfd",0,1,0,0,0
"16009","Pdgfra",1,0,1,1,0
"16010","Pdgfrb",0,0,0,0,0
"16011","Pdgfrl",1,0,1,0,0
"16012","Pdha1",9,48,37,30,34
"16013","Pdha2",0,0,0,0,0
"16014","Pdhb",3,2,3,3,1
"16015","Pdhx",2,1,0,0,0
"16016","Pdia2",0,0,0,0,0
"16017","Pdia3",4,8,12,12,8
"16018","Pdia4",1,1,1,3,0
"16019","Pdia5",0,0,0,0,0
"16020","Pdia6",5,5,8,8,3
"16021","Pdik1l",1,1,3,1,1
"16022","Pdilt",0,0,0,0,0
"16023","Pdk1",1,0,2,2,0
"16024","Pdk2",1,1,6,1,1
"16025","Pdk3",0,0,1,1,0
"16026","Pdk4",0,0,0,0,0
"16027","Pdlim1",0,0,0,0,0
"16028","Pdlim2",0,0,0,0,0
"16029","Pdlim3",0,0,0,0,0
"16030","Pdlim4",0,0,0,0,0
"16031","Pdlim5",1,1,2,1,0
"16032","Pdlim7",0,1,0,0,0
"16033","Pdp1",0,3,3,0,0
"16034","Pdp2",0,0,0,0,0
"16035","Pdpk1",0,1,2,2,1
"16036","Pdpn",0,0,0,0,0
"16037","Pdpr",5,4,5,10,2
"16038","Pdrg1",0,1,1,0,0
"16039","Pds5a",3,5,4,2,5
"16040","Pds5b",4,4,4,1,1
"16041","Pdss1",67,94,93,93,82
"16042","Pdss2",1,0,3,3,1
"16043","Pdx1",0,0,0,0,0
"16044","Pdxdc1",173,305,326,305,246
"16045","Pdxk",3,1,3,2,1
"16046","Pdxk-ps",0,0,0,0,0
"16047","Pdxp",5,0,6,3,4
"16048","Pdyn",0,0,1,0,0
"16049","Pdzd11",2,2,1,0,0
"16050","Pdzd2",5,13,8,4,2
"16051","Pdzd3",0,0,0,0,1
"16052","Pdzd4",4,7,7,4,4
"16053","Pdzd7",77,133,114,112,102
"16054","Pdzd8",3,6,4,4,2
"16055","Pdzd9",217,357,349,248,179
"16056","Pdzk1",191,290,345,253,192
"16057","Pdzk1ip1",0,0,0,0,1
"16058","Pdzrn3",0,1,0,0,1
"16059","Pdzrn4",0,0,0,0,0
"16060","Pea15a",25,56,43,48,40
"16061","Pea15b",0,0,0,0,0
"16062","Pear1",0,0,0,0,0
"16063","Pebp1",4,5,4,6,2
"16064","Pebp4",0,0,0,0,0
"16065","Pecam1",2,0,1,0,0
"16066","Pecr",2,2,3,2,1
"16067","Pef1",1,0,2,0,1
"16068","Peg10",2,1,3,0,0
"16069","Peg12",0,0,0,0,0
"16070","Peg13",1,0,1,1,1
"16071","Peg3",6,2,2,1,5
"16072","Peg3as",386,433,685,422,211
"16073","Peli1",1,2,0,0,1
"16074","Peli2",0,1,0,3,0
"16075","Peli3",0,0,1,0,0
"16076","Pelo",0,2,0,0,0
"16077","Pelp1",6,7,4,6,10
"16078","Pemt",0,0,0,0,0
"16079","Penk",2,5,0,0,0
"16080","Peo1",2,2,0,0,2
"16081","Pepd",1,2,0,1,0
"16082","Per1",0,0,0,0,0
"16083","Per2",0,0,4,2,0
"16084","Per3",0,0,0,1,1
"16085","Perp",0,0,0,0,0
"16086","Pes1",5,5,6,11,1
"16087","Pet100",0,5,2,1,0
"16088","Pet112",0,0,0,3,0
"16089","Pet117",0,0,0,0,0
"16090","Pet2",0,0,0,0,0
"16091","Pex1",68,82,123,89,66
"16092","Pex10",1,0,2,1,2
"16093","Pex11a",0,0,0,0,0
"16094","Pex11b",0,0,0,0,0
"16095","Pex11c",9,8,5,8,6
"16096","Pex12",16,28,35,19,14
"16097","Pex13",0,1,0,2,0
"16098","Pex14",6,6,8,7,5
"16099","Pex16",5,2,4,6,1
"16100","Pex19",0,1,2,0,0
"16101","Pex2",3,5,4,3,5
"16102","Pex26",0,0,2,0,0
"16103","Pex3",1,2,3,0,0
"16104","Pex5",0,0,4,1,0
"16105","Pex5l",1,5,4,5,0
"16106","Pex6",1,4,1,0,2
"16107","Pex7",0,0,1,0,0
"16108","Pf4",0,0,0,0,0
"16109","Pfas",0,1,0,2,0
"16110","Pfdn1",1,3,1,1,1
"16111","Pfdn2",4,4,6,4,5
"16112","Pfdn4",1,0,0,2,0
"16113","Pfdn5",0,2,4,3,2
"16114","Pfkfb1",0,0,0,0,0
"16115","Pfkfb2",23,12,38,22,12
"16116","Pfkfb3",0,1,3,1,2
"16117","Pfkfb4",0,1,0,0,0
"16118","Pfkl",3,3,5,9,2
"16119","Pfkm",14,7,22,10,7
"16120","Pfkp",64,96,102,107,86
"16121","Pfn1",11,14,12,9,10
"16122","Pfn2",12,9,13,12,11
"16123","Pfn3",0,0,0,0,0
"16124","Pfn4",3,0,0,0,0
"16125","Pfpl",0,0,0,0,0
"16126","Pga5",0,0,0,0,0
"16127","Pgam1",0,4,6,9,1
"16128","Pgam2",20,21,35,24,16
"16129","Pgam5",3,0,6,4,2
"16130","Pgap1",0,0,3,1,0
"16131","Pgap2",0,0,0,0,0
"16132","Pgap3",0,1,0,0,0
"16133","Pgbd1",1,0,1,0,0
"16134","Pgbd5",1,3,2,4,1
"16135","Pgc",0,0,0,0,0
"16136","Pgd",1,1,0,1,0
"16137","Pgf",0,0,1,0,0
"16138","Pggt1b",0,0,1,0,0
"16139","Pgk1",0,1,2,1,0
"16140","Pgk2",0,0,0,0,0
"16141","Pgls",1,3,3,2,2
"16142","Pglyrp1",1,0,3,2,0
"16143","Pglyrp2",0,0,0,0,0
"16144","Pglyrp3",0,0,0,0,0
"16145","Pglyrp4",0,0,0,0,0
"16146","Pgm1",0,0,0,0,0
"16147","Pgm2",3,5,11,12,5
"16148","Pgm2l1",16,16,22,14,6
"16149","Pgm3",142,208,241,200,172
"16150","Pgm5",1,4,5,3,1
"16151","Pgp",0,0,1,0,0
"16152","Pgpep1",0,0,1,0,0
"16153","Pgpep1l",0,0,0,0,0
"16154","Pgr",201,247,281,221,172
"16155","Pgr15l",0,0,0,0,0
"16156","Pgrmc1",1,4,6,2,6
"16157","Pgrmc2",0,4,3,2,1
"16158","Pgs1",0,4,5,0,2
"16159","Phactr1",2,17,10,12,5
"16160","Phactr2",0,2,1,0,0
"16161","Phactr3",6,12,5,6,5
"16162","Phactr4",1,0,0,0,0
"16163","Phax",32,33,48,44,27
"16164","Phb",2,4,2,1,0
"16165","Phb2",0,1,0,1,0
"16166","Phc1",1,0,1,0,0
"16167","Phc2",1,0,4,4,2
"16168","Phc3",0,3,1,0,0
"16169","Phex",0,0,0,0,0
"16170","Phf1",4,1,1,2,2
"16171","Phf10",44,78,65,57,44
"16172","Phf11a",0,0,0,0,0
"16173","Phf11b",0,0,0,0,0
"16174","Phf11c",0,0,1,0,0
"16175","Phf11d",0,0,0,0,0
"16176","Phf12",19,26,23,14,10
"16177","Phf13",0,0,2,0,0
"16178","Phf14",6,3,4,5,0
